nohup: ignoring input
============================================================
AGIFORMER PHASE 7: Curriculum Learning & Neuroplasticity
============================================================
Model: 31,199,792 parameters
Device: cuda
/home/ubuntu/agi-former/train_curriculum.py:74: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler()
Starting Curriculum Training...

[Curriculum] Initializing Stage 1: Lexical Grounding (Dictionary)

*** CURRICULUM ALERT: Advancing to Stage 1 ***
/home/ubuntu/agi-former/train_curriculum.py:120: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with torch.cuda.amp.autocast(enabled=(DEVICE=='cuda')):
Step 0: Loss=5.5744 | BPC=8.0422 | Alpha=0.10 | LR=3.00e-06
Step 2760: Loss=1.2770 | BPC=1.8423 | Alpha=0.10 | LR=3.00e-04
Step 2770: Loss=1.3258 | BPC=1.9127 | Alpha=0.10 | LR=3.00e-04
Step 2780: Loss=1.2775 | BPC=1.8430 | Alpha=0.10 | LR=3.00e-04
Step 2790: Loss=0.9515 | BPC=1.3727 | Alpha=0.10 | LR=3.00e-04
Step 2800: Loss=1.3508 | BPC=1.9488 | Alpha=0.10 | LR=3.00e-04
-- VALIDATION: Loss = 2.3117 | BPC = 3.3350 --
Saved best_model_curriculum.pth
Step 2810: Loss=1.3916 | BPC=2.0076 | Alpha=0.10 | LR=3.00e-04
Step 2820: Loss=1.2825 | BPC=1.8503 | Alpha=0.10 | LR=3.00e-04
Step 2830: Loss=1.2978 | BPC=1.8723 | Alpha=0.10 | LR=3.00e-04
Step 2840: Loss=0.9117 | BPC=1.3153 | Alpha=0.10 | LR=3.00e-04
Step 2850: Loss=1.3841 | BPC=1.9968 | Alpha=0.10 | LR=3.00e-04
Step 2860: Loss=1.2481 | BPC=1.8006 | Alpha=0.10 | LR=3.00e-04
Step 2870: Loss=1.3502 | BPC=1.9480 | Alpha=0.10 | LR=3.00e-04
Step 2880: Loss=1.2022 | BPC=1.7344 | Alpha=0.10 | LR=3.00e-04
Step 2890: Loss=1.2195 | BPC=1.7594 | Alpha=0.10 | LR=3.00e-04
Step 2900: Loss=1.2950 | BPC=1.8683 | Alpha=0.10 | LR=3.00e-04
Step 2910: Loss=1.3018 | BPC=1.8780 | Alpha=0.10 | LR=3.00e-04
Step 2920: Loss=1.0700 | BPC=1.5438 | Alpha=0.10 | LR=3.00e-04
Step 2930: Loss=1.2627 | BPC=1.8217 | Alpha=0.10 | LR=3.00e-04
Step 2940: Loss=0.9211 | BPC=1.3289 | Alpha=0.10 | LR=3.00e-04
Step 2950: Loss=1.1684 | BPC=1.6857 | Alpha=0.10 | LR=3.00e-04
Step 2960: Loss=1.0141 | BPC=1.4631 | Alpha=0.10 | LR=3.00e-04
Step 2970: Loss=1.1942 | BPC=1.7228 | Alpha=0.10 | LR=3.00e-04
Step 2980: Loss=1.5130 | BPC=2.1827 | Alpha=0.10 | LR=3.00e-04
Step 2990: Loss=1.1487 | BPC=1.6572 | Alpha=0.10 | LR=3.00e-04

*** CURRICULUM ALERT: Advancing to Stage 2 ***

[Curriculum] Initializing Stage 2: Syntactic Scaffolding (Children Stories)
Step 3000: Loss=2.2423 | BPC=3.2349 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 2.2851 | BPC = 3.2967 --
Saved best_model_curriculum.pth
Step 3010: Loss=2.1875 | BPC=3.1559 | Alpha=0.50 | LR=3.00e-04
Step 3020: Loss=1.9094 | BPC=2.7547 | Alpha=0.50 | LR=3.00e-04
Step 3030: Loss=1.8707 | BPC=2.6988 | Alpha=0.50 | LR=3.00e-04
Step 3040: Loss=2.0127 | BPC=2.9037 | Alpha=0.50 | LR=3.00e-04
Step 3050: Loss=1.9635 | BPC=2.8328 | Alpha=0.50 | LR=3.00e-04
Step 3060: Loss=2.0218 | BPC=2.9168 | Alpha=0.50 | LR=3.00e-04
Step 3070: Loss=2.1453 | BPC=3.0950 | Alpha=0.50 | LR=3.00e-04
Step 3080: Loss=1.8741 | BPC=2.7038 | Alpha=0.50 | LR=3.00e-04
Step 3090: Loss=1.9184 | BPC=2.7677 | Alpha=0.50 | LR=3.00e-04
Step 3100: Loss=1.8767 | BPC=2.7075 | Alpha=0.50 | LR=3.00e-04
Step 3110: Loss=1.9822 | BPC=2.8596 | Alpha=0.50 | LR=3.00e-04
Step 3120: Loss=1.9179 | BPC=2.7670 | Alpha=0.50 | LR=3.00e-04
Step 3130: Loss=1.9194 | BPC=2.7690 | Alpha=0.50 | LR=3.00e-04
Step 3140: Loss=1.9142 | BPC=2.7616 | Alpha=0.50 | LR=3.00e-04
Step 3150: Loss=1.8581 | BPC=2.6807 | Alpha=0.50 | LR=3.00e-04
Step 3160: Loss=1.9465 | BPC=2.8083 | Alpha=0.50 | LR=3.00e-04
Step 3170: Loss=2.2164 | BPC=3.1976 | Alpha=0.50 | LR=3.00e-04
Step 3180: Loss=1.7854 | BPC=2.5758 | Alpha=0.50 | LR=3.00e-04
Step 3190: Loss=1.8493 | BPC=2.6679 | Alpha=0.50 | LR=3.00e-04
Step 3200: Loss=1.8275 | BPC=2.6365 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.8170 | BPC = 2.6214 --
Saved best_model_curriculum.pth
Step 3210: Loss=1.8906 | BPC=2.7276 | Alpha=0.50 | LR=3.00e-04
Step 3220: Loss=1.7917 | BPC=2.5849 | Alpha=0.50 | LR=3.00e-04
Step 3230: Loss=1.7931 | BPC=2.5869 | Alpha=0.50 | LR=3.00e-04
Step 3240: Loss=1.8082 | BPC=2.6087 | Alpha=0.50 | LR=3.00e-04
Step 3250: Loss=1.7765 | BPC=2.5629 | Alpha=0.50 | LR=3.00e-04
Step 3260: Loss=1.6642 | BPC=2.4010 | Alpha=0.50 | LR=3.00e-04
Step 3270: Loss=1.8388 | BPC=2.6529 | Alpha=0.50 | LR=3.00e-04
Step 3280: Loss=1.6814 | BPC=2.4258 | Alpha=0.50 | LR=3.00e-04
Step 3290: Loss=2.3554 | BPC=3.3981 | Alpha=0.50 | LR=3.00e-04
Step 3300: Loss=1.8102 | BPC=2.6115 | Alpha=0.50 | LR=3.00e-04
Step 3310: Loss=1.7282 | BPC=2.4932 | Alpha=0.50 | LR=3.00e-04
Step 3320: Loss=1.7881 | BPC=2.5797 | Alpha=0.50 | LR=3.00e-04
Step 3330: Loss=1.7946 | BPC=2.5891 | Alpha=0.50 | LR=3.00e-04
Step 3340: Loss=1.7241 | BPC=2.4874 | Alpha=0.50 | LR=3.00e-04
Step 3350: Loss=1.6770 | BPC=2.4194 | Alpha=0.50 | LR=3.00e-04
Step 3360: Loss=1.6678 | BPC=2.4061 | Alpha=0.50 | LR=3.00e-04
Step 3370: Loss=1.7432 | BPC=2.5149 | Alpha=0.50 | LR=3.00e-04
Step 3380: Loss=1.6072 | BPC=2.3187 | Alpha=0.50 | LR=3.00e-04
Step 3390: Loss=1.6449 | BPC=2.3731 | Alpha=0.50 | LR=3.00e-04
Step 3400: Loss=1.6814 | BPC=2.4258 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.7543 | BPC = 2.5309 --
Saved best_model_curriculum.pth
Step 3410: Loss=1.7468 | BPC=2.5201 | Alpha=0.50 | LR=3.00e-04
Step 3420: Loss=1.7269 | BPC=2.4913 | Alpha=0.50 | LR=3.00e-04
Step 3430: Loss=1.9220 | BPC=2.7728 | Alpha=0.50 | LR=3.00e-04
Step 3440: Loss=1.7847 | BPC=2.5747 | Alpha=0.50 | LR=3.00e-04
Step 3450: Loss=1.9280 | BPC=2.7816 | Alpha=0.50 | LR=3.00e-04
Step 3460: Loss=1.6330 | BPC=2.3559 | Alpha=0.50 | LR=3.00e-04
Step 3470: Loss=1.5918 | BPC=2.2965 | Alpha=0.50 | LR=3.00e-04
Step 3480: Loss=1.7654 | BPC=2.5469 | Alpha=0.50 | LR=3.00e-04
Step 3490: Loss=1.7966 | BPC=2.5919 | Alpha=0.50 | LR=3.00e-04
Step 3500: Loss=1.5811 | BPC=2.2810 | Alpha=0.50 | LR=3.00e-04
Step 3510: Loss=1.7816 | BPC=2.5704 | Alpha=0.50 | LR=3.00e-04
Step 3520: Loss=1.7659 | BPC=2.5476 | Alpha=0.50 | LR=3.00e-04
Step 3530: Loss=1.5853 | BPC=2.2871 | Alpha=0.50 | LR=3.00e-04
Step 3540: Loss=1.6158 | BPC=2.3311 | Alpha=0.50 | LR=3.00e-04
Step 3550: Loss=1.8854 | BPC=2.7201 | Alpha=0.50 | LR=3.00e-04
Step 3560: Loss=1.7153 | BPC=2.4746 | Alpha=0.50 | LR=3.00e-04
Step 3570: Loss=1.6329 | BPC=2.3557 | Alpha=0.50 | LR=3.00e-04
Step 3580: Loss=1.6680 | BPC=2.4064 | Alpha=0.50 | LR=3.00e-04
Step 3590: Loss=1.6026 | BPC=2.3121 | Alpha=0.50 | LR=3.00e-04
Step 3600: Loss=1.7329 | BPC=2.5000 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.7264 | BPC = 2.4907 --
Saved best_model_curriculum.pth
Step 3610: Loss=1.5862 | BPC=2.2884 | Alpha=0.50 | LR=3.00e-04
Step 3620: Loss=1.7068 | BPC=2.4623 | Alpha=0.50 | LR=3.00e-04
Step 3630: Loss=1.4835 | BPC=2.1403 | Alpha=0.50 | LR=3.00e-04
Step 3640: Loss=1.5454 | BPC=2.2295 | Alpha=0.50 | LR=3.00e-04
Step 3650: Loss=1.6802 | BPC=2.4241 | Alpha=0.50 | LR=3.00e-04
Step 3660: Loss=1.6625 | BPC=2.3985 | Alpha=0.50 | LR=3.00e-04
Step 3670: Loss=1.6547 | BPC=2.3872 | Alpha=0.50 | LR=3.00e-04
Step 3680: Loss=1.7916 | BPC=2.5847 | Alpha=0.50 | LR=3.00e-04
Step 3690: Loss=1.5963 | BPC=2.3030 | Alpha=0.50 | LR=3.00e-04
Step 3700: Loss=1.6857 | BPC=2.4319 | Alpha=0.50 | LR=3.00e-04
Step 3710: Loss=1.6247 | BPC=2.3440 | Alpha=0.50 | LR=3.00e-04
Step 3720: Loss=1.5943 | BPC=2.3000 | Alpha=0.50 | LR=3.00e-04
Step 3730: Loss=1.7418 | BPC=2.5128 | Alpha=0.50 | LR=3.00e-04
Step 3740: Loss=1.5989 | BPC=2.3067 | Alpha=0.50 | LR=3.00e-04
Step 3750: Loss=1.6712 | BPC=2.4111 | Alpha=0.50 | LR=3.00e-04
Step 3760: Loss=1.9451 | BPC=2.8062 | Alpha=0.50 | LR=3.00e-04
Step 3770: Loss=1.7088 | BPC=2.4653 | Alpha=0.50 | LR=3.00e-04
Step 3780: Loss=1.5134 | BPC=2.1834 | Alpha=0.50 | LR=3.00e-04
Step 3790: Loss=1.4222 | BPC=2.0518 | Alpha=0.50 | LR=3.00e-04
Step 3800: Loss=1.7012 | BPC=2.4543 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.7093 | BPC = 2.4661 --
Saved best_model_curriculum.pth
Step 3810: Loss=1.6625 | BPC=2.3984 | Alpha=0.50 | LR=3.00e-04
Step 3820: Loss=1.7229 | BPC=2.4856 | Alpha=0.50 | LR=3.00e-04
Step 3830: Loss=1.5909 | BPC=2.2952 | Alpha=0.50 | LR=3.00e-04
Step 3840: Loss=1.5936 | BPC=2.2991 | Alpha=0.50 | LR=3.00e-04
Step 3850: Loss=1.6937 | BPC=2.4435 | Alpha=0.50 | LR=3.00e-04
Step 3860: Loss=1.6102 | BPC=2.3230 | Alpha=0.50 | LR=3.00e-04
Step 3870: Loss=1.6136 | BPC=2.3280 | Alpha=0.50 | LR=3.00e-04
Step 3880: Loss=1.4854 | BPC=2.1430 | Alpha=0.50 | LR=3.00e-04
Step 3890: Loss=1.6448 | BPC=2.3729 | Alpha=0.50 | LR=3.00e-04
Step 3900: Loss=1.5324 | BPC=2.2108 | Alpha=0.50 | LR=3.00e-04
Step 3910: Loss=1.7620 | BPC=2.5420 | Alpha=0.50 | LR=3.00e-04
Step 3920: Loss=1.5594 | BPC=2.2497 | Alpha=0.50 | LR=3.00e-04
Step 3930: Loss=1.4748 | BPC=2.1277 | Alpha=0.50 | LR=3.00e-04
Step 3940: Loss=1.5892 | BPC=2.2927 | Alpha=0.50 | LR=3.00e-04
Step 3950: Loss=1.5140 | BPC=2.1842 | Alpha=0.50 | LR=3.00e-04
Step 3960: Loss=1.6381 | BPC=2.3633 | Alpha=0.50 | LR=3.00e-04
Step 3970: Loss=1.5794 | BPC=2.2786 | Alpha=0.50 | LR=3.00e-04
Step 3980: Loss=1.5063 | BPC=2.1732 | Alpha=0.50 | LR=3.00e-04
Step 3990: Loss=1.5406 | BPC=2.2227 | Alpha=0.50 | LR=3.00e-04
Step 4000: Loss=1.5805 | BPC=2.2801 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.6721 | BPC = 2.4123 --
Saved best_model_curriculum.pth
Step 4010: Loss=1.6724 | BPC=2.4128 | Alpha=0.50 | LR=3.00e-04
Step 4020: Loss=1.5535 | BPC=2.2412 | Alpha=0.50 | LR=3.00e-04
Step 4030: Loss=1.6453 | BPC=2.3736 | Alpha=0.50 | LR=3.00e-04
Step 4040: Loss=1.6585 | BPC=2.3927 | Alpha=0.50 | LR=3.00e-04
Step 4050: Loss=1.6204 | BPC=2.3378 | Alpha=0.50 | LR=3.00e-04
Step 4060: Loss=1.9473 | BPC=2.8093 | Alpha=0.50 | LR=3.00e-04
Step 4070: Loss=1.4944 | BPC=2.1559 | Alpha=0.50 | LR=3.00e-04
Step 4080: Loss=1.6138 | BPC=2.3283 | Alpha=0.50 | LR=3.00e-04
Step 4090: Loss=1.7346 | BPC=2.5025 | Alpha=0.50 | LR=3.00e-04
Step 4100: Loss=1.9661 | BPC=2.8365 | Alpha=0.50 | LR=3.00e-04
Step 4110: Loss=1.5136 | BPC=2.1836 | Alpha=0.50 | LR=3.00e-04
Step 4120: Loss=1.5994 | BPC=2.3074 | Alpha=0.50 | LR=3.00e-04
Step 4130: Loss=1.6049 | BPC=2.3154 | Alpha=0.50 | LR=3.00e-04
Step 4140: Loss=1.4995 | BPC=2.1634 | Alpha=0.50 | LR=3.00e-04
Step 4150: Loss=1.6012 | BPC=2.3101 | Alpha=0.50 | LR=3.00e-04
Step 4160: Loss=1.5999 | BPC=2.3082 | Alpha=0.50 | LR=3.00e-04
Step 4170: Loss=1.5201 | BPC=2.1930 | Alpha=0.50 | LR=3.00e-04
Step 4180: Loss=1.6142 | BPC=2.3289 | Alpha=0.50 | LR=3.00e-04
Step 4190: Loss=1.6118 | BPC=2.3253 | Alpha=0.50 | LR=3.00e-04
Step 4200: Loss=1.5972 | BPC=2.3043 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.6590 | BPC = 2.3934 --
Saved best_model_curriculum.pth
Step 4210: Loss=1.6877 | BPC=2.4348 | Alpha=0.50 | LR=3.00e-04
Step 4220: Loss=1.5621 | BPC=2.2537 | Alpha=0.50 | LR=3.00e-04
Step 4230: Loss=1.5783 | BPC=2.2770 | Alpha=0.50 | LR=3.00e-04
Step 4240: Loss=1.6575 | BPC=2.3912 | Alpha=0.50 | LR=3.00e-04
Step 4250: Loss=1.7787 | BPC=2.5662 | Alpha=0.50 | LR=3.00e-04
Step 4260: Loss=1.7230 | BPC=2.4858 | Alpha=0.50 | LR=3.00e-04
Step 4270: Loss=1.4177 | BPC=2.0453 | Alpha=0.50 | LR=3.00e-04
Step 4280: Loss=1.4280 | BPC=2.0601 | Alpha=0.50 | LR=3.00e-04
Step 4290: Loss=2.0196 | BPC=2.9137 | Alpha=0.50 | LR=3.00e-04
Step 4300: Loss=1.6176 | BPC=2.3337 | Alpha=0.50 | LR=3.00e-04
Step 4310: Loss=1.5128 | BPC=2.1824 | Alpha=0.50 | LR=3.00e-04
Step 4320: Loss=1.4823 | BPC=2.1385 | Alpha=0.50 | LR=3.00e-04
Step 4330: Loss=1.5166 | BPC=2.1881 | Alpha=0.50 | LR=3.00e-04
Step 4340: Loss=1.6206 | BPC=2.3380 | Alpha=0.50 | LR=3.00e-04
Step 4350: Loss=1.6132 | BPC=2.3273 | Alpha=0.50 | LR=3.00e-04
Step 4360: Loss=1.5149 | BPC=2.1856 | Alpha=0.50 | LR=3.00e-04
Step 4370: Loss=1.9283 | BPC=2.7820 | Alpha=0.50 | LR=3.00e-04
Step 4380: Loss=1.5138 | BPC=2.1840 | Alpha=0.50 | LR=3.00e-04
Step 4390: Loss=1.4796 | BPC=2.1346 | Alpha=0.50 | LR=3.00e-04
Step 4400: Loss=1.4279 | BPC=2.0601 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.6292 | BPC = 2.3504 --
Saved best_model_curriculum.pth
Step 4410: Loss=1.5311 | BPC=2.2089 | Alpha=0.50 | LR=3.00e-04
Step 4420: Loss=1.4915 | BPC=2.1518 | Alpha=0.50 | LR=3.00e-04
Step 4430: Loss=1.3981 | BPC=2.0170 | Alpha=0.50 | LR=3.00e-04
Step 4440: Loss=1.6815 | BPC=2.4259 | Alpha=0.50 | LR=3.00e-04
Step 4450: Loss=1.5510 | BPC=2.2376 | Alpha=0.50 | LR=3.00e-04
Step 4460: Loss=1.5634 | BPC=2.2555 | Alpha=0.50 | LR=3.00e-04
Step 4470: Loss=1.5680 | BPC=2.2622 | Alpha=0.50 | LR=3.00e-04
Step 4480: Loss=1.6409 | BPC=2.3673 | Alpha=0.50 | LR=3.00e-04
Step 4490: Loss=1.4822 | BPC=2.1383 | Alpha=0.50 | LR=3.00e-04
Step 4500: Loss=1.5539 | BPC=2.2418 | Alpha=0.50 | LR=3.00e-04
Step 4510: Loss=1.5765 | BPC=2.2743 | Alpha=0.50 | LR=3.00e-04
Step 4520: Loss=1.8447 | BPC=2.6613 | Alpha=0.50 | LR=3.00e-04
Step 4530: Loss=1.3919 | BPC=2.0081 | Alpha=0.50 | LR=3.00e-04
Step 4540: Loss=1.4899 | BPC=2.1494 | Alpha=0.50 | LR=3.00e-04
Step 4550: Loss=1.6717 | BPC=2.4117 | Alpha=0.50 | LR=3.00e-04
Step 4560: Loss=1.5171 | BPC=2.1887 | Alpha=0.50 | LR=3.00e-04
Step 4570: Loss=1.5006 | BPC=2.1649 | Alpha=0.50 | LR=3.00e-04
Step 4580: Loss=1.4562 | BPC=2.1009 | Alpha=0.50 | LR=3.00e-04
Step 4590: Loss=1.5899 | BPC=2.2938 | Alpha=0.50 | LR=3.00e-04
Step 4600: Loss=1.4821 | BPC=2.1382 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.6318 | BPC = 2.3541 --
Step 4610: Loss=1.5294 | BPC=2.2065 | Alpha=0.50 | LR=3.00e-04
Step 4620: Loss=1.4319 | BPC=2.0658 | Alpha=0.50 | LR=3.00e-04
Step 4630: Loss=1.5773 | BPC=2.2756 | Alpha=0.50 | LR=3.00e-04
Step 4640: Loss=1.5021 | BPC=2.1670 | Alpha=0.50 | LR=3.00e-04
Step 4650: Loss=1.5942 | BPC=2.3000 | Alpha=0.50 | LR=3.00e-04
Step 4660: Loss=1.5579 | BPC=2.2475 | Alpha=0.50 | LR=3.00e-04
Step 4670: Loss=1.7926 | BPC=2.5861 | Alpha=0.50 | LR=3.00e-04
Step 4680: Loss=1.5722 | BPC=2.2682 | Alpha=0.50 | LR=3.00e-04
Step 4690: Loss=1.5769 | BPC=2.2749 | Alpha=0.50 | LR=3.00e-04
Step 4700: Loss=1.6675 | BPC=2.4058 | Alpha=0.50 | LR=3.00e-04
Step 4710: Loss=1.6318 | BPC=2.3542 | Alpha=0.50 | LR=3.00e-04
Step 4720: Loss=1.6085 | BPC=2.3205 | Alpha=0.50 | LR=3.00e-04
Step 4730: Loss=1.6223 | BPC=2.3405 | Alpha=0.50 | LR=3.00e-04
Step 4740: Loss=1.3187 | BPC=1.9025 | Alpha=0.50 | LR=3.00e-04
Step 4750: Loss=1.4749 | BPC=2.1279 | Alpha=0.50 | LR=3.00e-04
Step 4760: Loss=1.4225 | BPC=2.0522 | Alpha=0.50 | LR=3.00e-04
Step 4770: Loss=1.5976 | BPC=2.3049 | Alpha=0.50 | LR=3.00e-04
Step 4780: Loss=1.5468 | BPC=2.2316 | Alpha=0.50 | LR=3.00e-04
Step 4790: Loss=1.7052 | BPC=2.4601 | Alpha=0.50 | LR=3.00e-04
Step 4800: Loss=1.5345 | BPC=2.2138 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.6125 | BPC = 2.3264 --
Saved best_model_curriculum.pth
Step 4810: Loss=1.8648 | BPC=2.6903 | Alpha=0.50 | LR=3.00e-04
Step 4820: Loss=1.4092 | BPC=2.0330 | Alpha=0.50 | LR=3.00e-04
Step 4830: Loss=1.5464 | BPC=2.2310 | Alpha=0.50 | LR=3.00e-04
Step 4840: Loss=1.6443 | BPC=2.3723 | Alpha=0.50 | LR=3.00e-04
Step 4850: Loss=1.4533 | BPC=2.0966 | Alpha=0.50 | LR=3.00e-04
Step 4860: Loss=1.5030 | BPC=2.1683 | Alpha=0.50 | LR=3.00e-04
Step 4870: Loss=1.4991 | BPC=2.1627 | Alpha=0.50 | LR=3.00e-04
Step 4880: Loss=1.5544 | BPC=2.2426 | Alpha=0.50 | LR=3.00e-04
Step 4890: Loss=1.5435 | BPC=2.2268 | Alpha=0.50 | LR=3.00e-04
Step 4900: Loss=1.5837 | BPC=2.2848 | Alpha=0.50 | LR=3.00e-04
Step 4910: Loss=1.5890 | BPC=2.2924 | Alpha=0.50 | LR=3.00e-04
Step 4920: Loss=1.5031 | BPC=2.1685 | Alpha=0.50 | LR=3.00e-04
Step 4930: Loss=1.4965 | BPC=2.1590 | Alpha=0.50 | LR=3.00e-04
Step 4940: Loss=1.5375 | BPC=2.2182 | Alpha=0.50 | LR=3.00e-04
Step 4950: Loss=1.4979 | BPC=2.1610 | Alpha=0.50 | LR=3.00e-04
Step 4960: Loss=1.3966 | BPC=2.0149 | Alpha=0.50 | LR=3.00e-04
Step 4970: Loss=1.3984 | BPC=2.0175 | Alpha=0.50 | LR=3.00e-04
Step 4980: Loss=1.4285 | BPC=2.0608 | Alpha=0.50 | LR=3.00e-04
Step 4990: Loss=1.2246 | BPC=1.7668 | Alpha=0.50 | LR=3.00e-04
Step 5000: Loss=1.4204 | BPC=2.0492 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.5953 | BPC = 2.3015 --
Saved best_model_curriculum.pth
Step 5010: Loss=1.4200 | BPC=2.0487 | Alpha=0.50 | LR=3.00e-04
Step 5020: Loss=1.5186 | BPC=2.1908 | Alpha=0.50 | LR=3.00e-04
Step 5030: Loss=1.6099 | BPC=2.3226 | Alpha=0.50 | LR=3.00e-04
Step 5040: Loss=1.5882 | BPC=2.2912 | Alpha=0.50 | LR=3.00e-04
Step 5050: Loss=1.5091 | BPC=2.1772 | Alpha=0.50 | LR=3.00e-04
Step 5060: Loss=1.5791 | BPC=2.2781 | Alpha=0.50 | LR=3.00e-04
Step 5070: Loss=1.4574 | BPC=2.1026 | Alpha=0.50 | LR=3.00e-04
Step 5080: Loss=1.5343 | BPC=2.2136 | Alpha=0.50 | LR=3.00e-04
Step 5090: Loss=1.4764 | BPC=2.1300 | Alpha=0.50 | LR=3.00e-04
Step 5100: Loss=1.4814 | BPC=2.1373 | Alpha=0.50 | LR=3.00e-04
Step 5110: Loss=1.4726 | BPC=2.1245 | Alpha=0.50 | LR=3.00e-04
Step 5120: Loss=1.5242 | BPC=2.1989 | Alpha=0.50 | LR=3.00e-04
Step 5130: Loss=1.6769 | BPC=2.4192 | Alpha=0.50 | LR=3.00e-04
Step 5140: Loss=1.5501 | BPC=2.2364 | Alpha=0.50 | LR=3.00e-04
Step 5150: Loss=1.4862 | BPC=2.1442 | Alpha=0.50 | LR=3.00e-04
Step 5160: Loss=1.4512 | BPC=2.0937 | Alpha=0.50 | LR=3.00e-04
Step 5170: Loss=1.5941 | BPC=2.2998 | Alpha=0.50 | LR=3.00e-04
Step 5180: Loss=1.4559 | BPC=2.1005 | Alpha=0.50 | LR=3.00e-04
Step 5190: Loss=1.3223 | BPC=1.9077 | Alpha=0.50 | LR=3.00e-04
Step 5200: Loss=1.4280 | BPC=2.0601 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.5826 | BPC = 2.2832 --
Saved best_model_curriculum.pth
Step 5210: Loss=1.5937 | BPC=2.2992 | Alpha=0.50 | LR=3.00e-04
Step 5220: Loss=1.5330 | BPC=2.2116 | Alpha=0.50 | LR=3.00e-04
Step 5230: Loss=1.4462 | BPC=2.0865 | Alpha=0.50 | LR=3.00e-04
Step 5240: Loss=1.5748 | BPC=2.2719 | Alpha=0.50 | LR=3.00e-04
Step 5250: Loss=1.4586 | BPC=2.1043 | Alpha=0.50 | LR=3.00e-04
Step 5260: Loss=1.4126 | BPC=2.0379 | Alpha=0.50 | LR=3.00e-04
Step 5270: Loss=1.4270 | BPC=2.0588 | Alpha=0.50 | LR=3.00e-04
Step 5280: Loss=1.4485 | BPC=2.0897 | Alpha=0.50 | LR=3.00e-04
Step 5290: Loss=1.5661 | BPC=2.2593 | Alpha=0.50 | LR=3.00e-04
Step 5300: Loss=1.6864 | BPC=2.4330 | Alpha=0.50 | LR=3.00e-04
Step 5310: Loss=1.3516 | BPC=1.9500 | Alpha=0.50 | LR=3.00e-04
Step 5320: Loss=1.4301 | BPC=2.0632 | Alpha=0.50 | LR=3.00e-04
Step 5330: Loss=1.5562 | BPC=2.2451 | Alpha=0.50 | LR=3.00e-04
Step 5340: Loss=1.3688 | BPC=1.9748 | Alpha=0.50 | LR=3.00e-04
Step 5350: Loss=1.5714 | BPC=2.2670 | Alpha=0.50 | LR=3.00e-04
Step 5360: Loss=1.3993 | BPC=2.0188 | Alpha=0.50 | LR=3.00e-04
Step 5370: Loss=1.5168 | BPC=2.1882 | Alpha=0.50 | LR=3.00e-04
Step 5380: Loss=1.5867 | BPC=2.2892 | Alpha=0.50 | LR=3.00e-04
Step 5390: Loss=1.4915 | BPC=2.1517 | Alpha=0.50 | LR=3.00e-04
Step 5400: Loss=1.3227 | BPC=1.9083 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.5699 | BPC = 2.2649 --
Saved best_model_curriculum.pth
Step 5410: Loss=1.5140 | BPC=2.1842 | Alpha=0.50 | LR=3.00e-04
Step 5420: Loss=1.4321 | BPC=2.0660 | Alpha=0.50 | LR=3.00e-04
Step 5430: Loss=1.3817 | BPC=1.9934 | Alpha=0.50 | LR=3.00e-04
Step 5440: Loss=1.4092 | BPC=2.0331 | Alpha=0.50 | LR=3.00e-04
Step 5450: Loss=1.5141 | BPC=2.1843 | Alpha=0.50 | LR=3.00e-04
Step 5460: Loss=1.5607 | BPC=2.2516 | Alpha=0.50 | LR=3.00e-04
Step 5470: Loss=1.5244 | BPC=2.1993 | Alpha=0.50 | LR=3.00e-04
Step 5480: Loss=1.2922 | BPC=1.8643 | Alpha=0.50 | LR=3.00e-04
Step 5490: Loss=1.5784 | BPC=2.2772 | Alpha=0.50 | LR=3.00e-04
Step 5500: Loss=1.4518 | BPC=2.0945 | Alpha=0.50 | LR=3.00e-04
Step 5510: Loss=1.3142 | BPC=1.8961 | Alpha=0.50 | LR=3.00e-04
Step 5520: Loss=1.4425 | BPC=2.0811 | Alpha=0.50 | LR=3.00e-04
Step 5530: Loss=1.7105 | BPC=2.4677 | Alpha=0.50 | LR=3.00e-04
Step 5540: Loss=1.4324 | BPC=2.0665 | Alpha=0.50 | LR=3.00e-04
